text	label
洗发露被一瓶的压了流出来 ，商家不值得信任 包装的不好 都弄了浪费完了	0
怎么我买了两条一模一样的裤子，一个大一个小呢？？？	0
整个酒店的环境、设施等都很不错，但让服务员拿份地图，却一直没拿来，价格好象比以前也高了一点。不过性价比还是令人满意的。	1
整体环境还可以，离亚龙湾比较近。但近期一直在装修，一楼凌乱，给人感觉不太舒服。价格偏高。服务一般。	1
产品有些瑕疵，刚发现，看图。	0
东西很不错下次还会继续光顾希望以后这样的活动越来越多京东快递非常迅速第二天就到货了	0
活动买的，比****活动还便宜10块呢，关键送货速度也非常快。	1
手机好卡，发货很慢等了好几天，手机好像用过的的	0
这苹果脆甜脆甜的，包装的也好，第一次网上买水果，不错的体验。	1
除了去机场方便没啥特色	0
很不错，非常划算。618买的	1
第一次用华为，主要是信赖京东。	1
酒店地理位置比较好，交通非常便利。美中不足的是设施和服务希望更好些，虽然酒店比较老，但是还是需要与时俱进。	0
一分都高，系统更新关不了，不停的弹推送，而且华为客服直接说解决不了，建议买家别上当	0
好评，专门用来玩游戏233	1
东西很好，快递很给力，还会再买！	1
刚过15天换货期就主板坏了，维修就是无尽的等待	0
总体感觉一般。65分	0
做工差，面料粗糙，	0
已经是第二次购买了。质量可以。我和儿子都是用的华为手机。包括平板电脑两部。值得信懒。	1
直接,时尚,一看就喜欢.	1
女朋友非常喜欢这个味道，大品牌值得信任，女朋友用了头发非常好，京东自营店购买送货就是快啊	1
收到的书有断页现象，从12页就跳45页了	0
太不满意了 我看物流那快递哥电话 然后打了3遍一直是停机中，我都等着急了，还是山西号，还有跟客服聊天太tm高冷了，一句话不回，眼瞎了吗？?	1
质量不怎么好。穿一周裤子就撕开了	0
比实体店便宜，习惯网购，也懒得去外面买了	1
跟图片差得太远了！跟旧裤子似的！	0
首先京东物流超过，这是选择京东的主要原因。	1
屏幕分辨率底，貌似不是LED屏而是LCD的，摄像头好像也没有130W有点像国产机30W的	0
裤子还行，大小合适，人比较胖，不沾灰，好打理	1
同样的款式，同样的大小。唯独这件白的越穿越小。其他几个颜色都没有问题	0
酒店的环境好，交通也方便，服务人员的素质和态度更是一流！这次去给我们免费升级到商务间，房间又大又漂亮！下次去我们一定还会选择它！	1
码数标准，可惜自已下错单了，买成加绒的了。	1
还没用，试后再评价，字数不定	1
LED屏，比我的老HP好多了，清晰。性能不错，日常应用做够用了！	1
爱死机了,修了一次又一次,越修越烂,最后连图象功能都没有了,更别说什么彩信了,屏保都是一片空白.照相保存不了.什么烂玩意儿啊,伤了我的感情.本来是挺喜欢这款机子才买的.	0
这东西太垃圾了建议大家不要买，差掉色厉害。	0
红西柚也是，六个烂一个，难道你们包装前不检查的吗？烂的也给客人发货，真是无语了，下次不会再买！	0
质量差。。。。。。。。。。。	0
不买蒙牛很多月！ 连飞机餐的蒙牛都不喝了 中国人的无限宽容纵容了蒙牛错的越来越远，屡次原谅助长了蒙牛犯错的胆量，这就是常说的那种虚心接受屡教不改。 转发微博	0
颜色不错，就是面料u在吗舒服，有点较硬，不柔软	0
个头不是很大，不过很新鲜，像刚摘下来的，水分足，甜，味道不错，好评，物流快，次日达。	1
等灰机呀等灰机，外模们等不耐烦喝coffee去了，我们一行人跑这儿来消遣~~好苏扶呀！还有蒙牛大果粒喝， 太给力啦！跟着龙哥混，小日子八错！	1
烂成这样，京东自营，实在无语看了简直没有食欲	0
不好，感觉上当了	0
太差了！！！建议大家千万不要去那里住，服务态度极差，房间极脏，全是虫子！	0
一直用，买了好多次了，味道不错，喜欢，看图吧	1
买了这台平板，决定以后都不用华为的产品了……	0
不带这样坑人的。网页上写好的内存16g拆开看了才发现只有11g。还有5g内存被你们吃了吗？而且还什么都不送点。屏幕贴膜也没有。一次失败的购物。	0
居然没其它附件，鼠标，包这种，再怎么也要有的吧。还有就是太热了！GPU随便就到70摄氏度，CPU也要六十度以上，夏天使用让人担心啊	0
不说了，看看吧，京东的苹果，敢吃吗？	0
太卡了分辨率太低比手机还垃圾	0
不是正品，特别护发素，打开发现味道不太对，而且特别稀。跟我在屈臣氏实体店买的完全不一样。而且这个护发的液体还漏了。店家虽然有说换，但懒得。后悔了，不该在京东买东西的	0
又大又好，新鲜，只有在这上面才买的到这么好的果子。	1
宾馆无论是外部环境，还是房间里面环境都不错。就是我们同事房间的淋浴房有溢水。一直也没人修。其他真的不错。房间＆浴室都很干净，家具＆洁具也都很干净。就是电视频道太少了。	1
收到后就切了一个吃，苹果很甜很脆，喜欢，上午下单下午就到了	1
掉色极其严重，洗上十多次都无效。真不知道那些好评是怎么评上。	0
宝贝收到了，太漂亮了。没有辜负我的期待。特别是送货师傅很辛苦，这么迅速的把货品送到手上。谢谢……	1
不好意思，评价迟了，昨天就收到货了，太忙就没来得及评价。裤子很棒！客服很耐心	1
裤子质量很不错，给弟弟买的，他很喜欢，而且比店里边的便宜。下次还会再买的	1
给老婆买的，不知道用起来怎么样，反正她说只要是我送的她就都喜欢	1
是泉州最好的,设施,地点,配套符合星级标准,所以价相符	1
无驱动盘~~!系统不能帮助买家重装~!无适合的套餐选择~!	0
什么破4星，热水要10分钟后才来。没有中央空调。	0
用气泡垫，怕挤到，服务很到位，期待用过追加好评。	1
太次了，用一次头皮屑跟雪花似的多，以后在也不在京东买洗发水了	0
不错不错不错！平板很厚重。好平板，值这个价！支持国货！	1
手机太卡了，不好用，怀疑翻新机，还不如我原来的P8，用了两个月太卡，不好用，听筒感应也不好，触屏不灵敏，有时候卡到你触很多次都不见得有反应，不如原来的老P8	0
爱死机,容易进灰尘,后盖松动,	0
产品质量不是很好，不是很满意。	0
商品还可以，但送货服务员态度极差！	0
在实体店买过好多件，京东店买过一次，这是第二次在京东店买了，透气柔软，老公喜欢穿，性价比高。	1
连耳机都没有 有一个卡槽不能用	0
到机场有接送巴士，方便赶航班。性价比差	0
买来是坏的，被京东坑了，而且特别小，真是不值！	0
位置比较偏，交通不是很方便，附近吃的较少…	0
不错，挺合身的，就看质量吧，信赖花花公子	1
以前用蛮好的，这次99买也么多，超划算！好评	1
不好用不好用，还不如飘油潘婷之类的，洗完又干又涩，也没有传说中的淡淡香味，味道好难闻。	0
质量，做工都不错	0
酒店的服务员口音比较重，听不太懂总机（好象是总台）说的是什么，多问一句她还不耐烦，这是酒店吗？晕！！！	0
用着可以，差不多系统通用，安装方便。要是送保护套就好了。	1
可笑。牧民党代表：蒙牛伊利没毛病 问题出在源头 http:t.cn/zjz2TTV （分享自 @头条新闻）	0
好是好就是反应太慢了	0
抵制蒙牛、抵制日货，哪个更重要？钓鱼岛事关国家利益和尊严，蒙牛奶事关国民健康和生命，哪个更可恨？日本是外敌，蒙牛是国贼，哪个更该打？	0
质量运过来后发现真的不错，价格合理，想买的可以放心下单，这种裤子穿起来还是很好看的	1
还收*费，感觉有点坑	0
美中不足的就是内存了???一处败笔啊！ 再有就是如果能够集合蓝牙与指纹识别于一体，那就美不胜数了！（臆想，呵呵~~）	0
打开包装盒，拿出来发现有些湿，原来是瓶口的塑料被撕开了	0
系统换XP后会更好用点。微软为什么一定要让生产商强制安装vista这种自以为很cool的大块头呢？如果能有包就更好了！	1
都是碰坏的，有的特别小，还买了一份送朋友，影响特坏	0
裤子穿着很有型，很喜欢这款裤子！穿着很舒服，不会太紧也不会太松！爸爸很喜欢这款裤子，穿之后直夸好呢！喜欢的不要犹豫了，赶紧下手吧！	1
质量不错，值得购买，价钱也实惠	1
蒙牛的新包装，看着挺清新。	1
差评……物流那么慢 并且还把尺码搞错了 差评差评……	0
平板使用感觉还可以，性价比也不错，电池耐用，	1
差差差差 太差了 色差太大不说 穿着穿着起毛也不说了 都忍了 现在又起球 真的对京东很无语 很失望 现如今我都不敢在京东买东西了	0
衣服已经收到了，还可以上班穿，无所谓了	1
酒店离机场很近，酒店有免费班车接送，半个小时一趟，坐班车10分钟到酒店，方便搭搭机，前台服务小姐说话口气有点冲，房间里面有股味，其他的还好	0
不好，根本值不了这个价钱	0
新鲜，快捷。很满意。包装特别给力！比较甜！快递小哥100个赞！	1
做工差，布料也不怎么样	0
还不错吧，刚开始用	1
可以的 华为不错	1
潘婷套餐好实惠，一直信赖的大品牌，大品牌，值得拥有	1
大黄屏客服还说啥最合理屏幕显示 第一次买华为 真是够了	0
不是质量问题，是上网本的共同特点，那就是字体小、屏幕小看时间长特别费眼睛。用来听音乐、看片子、发邮件、写东西、个人账务管理还可以，不能用来办公（太伤眼睛）	0
太难用了，发根依然油，发尾要干死，不知道优点在哪	0
电池强强劲,用外置光驱装上XP，包装内有XP驱动，自动全安装上了。	1
喝蒙牛长大的某些国人辛酸、丑陋，五味杂陈	0
属于小巧可爱型的，携带方便，如果充电正确的话，电池待机时间可达半个月。	1
牛仔裤质量挺好的，这个季节穿也比较透气，摸着很舒服，配上运动鞋完全可以凸显欧巴的大长腿，哈哈哈哈，以后再看服装还来光顾。	1
还不错 ，性价比合适	1
都他、妈、的假他姥姥、家去了……直接无语	0
挺大，挺有分量的，屏幕显示和音质都很不错，要是续航能再给力些就更完美了不愧为影音娱乐利器。	1
京东的物流就是没的说，太快了，我还没用，宝贝是正品就完美了	1
产品非常不错哦，搞活动买的，价钱便宜，质量放心，效果不错，值得购买	1
入住时发觉没有空调，跟服务台说了后开启了中央空调。结果半夜两点热醒了，原来酒店居然偷偷关了空调。差评！！	0
不好！当时买的时候是送几样配件赠品的，其中包括电脑支架，结果收到什么都没送，失望，京东不讲信用，早知道在其他店买了，价格低还有赠品	0
说实话 初次到绍兴，住这个酒店比较好，为什么呢，因为离景点都比较近，条件还不错，房子比较有特色，只是楼道慢陡的，接送的师傅人比较好，服务员也还不错。	1
速度真快，上午下单，下午就到了。618屯点货	1
太差劲了，态度也不好，环境又吵，没无线，简直差极了	0
衣服很不满意，我穿的衣服都是XL型号穿的舒服，这次买的衣服也是XL衣服穿的很不舒服太小	0
不是很好的	0
蒙牛也不可信	0
非常好吃，味道不错，正味喜欢吃！京东自营商品正，还要继续买	1
买完东西理都不理，差评！屏已碎，看影视色彩不真，内存好像也没那大	0
一般，没照片好	0
看到京东在搞活动，很是合适，便立马下单囤货了，4瓶洗发水，1瓶护发素，1瓶发膜，量也很大，而且潘婷是大品牌，头发以后顺滑，买值了	1
很合身，穿起来也很舒服，有一点滑。	1
挺失望的，小瓶的都洒了！	0
衣服不错，质量很好，穿起来感觉很舒服。	1
我购买的是加绒款，送来的是秋款不加绒，而且比我三天下单前价格还降了30,懒得退了，再也不光顾这家店了，差评	0
性价比高，刻录机带LightScribe 盘面光刻技术，也就是可以进行光雕刻录	1
骗子，我9月9号下单，9月12号就降价	0
不太好 屏幕看着不舒服 平板管家里显示的还是清理手机垃圾 醉了 包装也特别简陋 别买了	0
买错了不能用卡的；后悔	0
男票很喜欢用清扬的洗发露，因为头皮比较敏感。买来的时候就打开一瓶用了，所以就没有拍那瓶，感觉这量可以用两年了，不用操心随时要买日用品的日子真的超级棒	1
不行相素太低	0
京东服务一如既往，物流及购物体验完胜竞争对手。	1
垃圾垃圾，掉色不是一般严重，手都变黑了	0
我了去，太大了！给力！屌丝男士装13神器	1
明明要发票，经常都不给寄发票，服务越来越不好	0
烟台苹果真好，呵呵。。这种劣质苹果也敢拿出来卖，里面还搀着坏的，良心都被狗吃了吧	1
尝了一下，不错，值得购买，方便省事又省力	1
这个洗发水洗了之后头会痒。	0
速度还不错，还好卖的是32G的	1
可能跟天气有关吧，有的芯儿已经坏了，总体还是不错的。一直购买中……	1
dvd刻录没多大必要，虽然dvd刻录很普及，但是笔记本刻碟还是比较鸡肋的不如兑成优惠	0
蒙牛伊利的耻辱。 国内食品行业的耻辱。	0
布料差得……?	0
套装实惠，送货速度快，好品牌。唯一不懂标识为什么是贴上的？应该是印刷上去的？用后再来追评。	1
大小合适，质量非常不错、穿上很舒服,一次开心的网购	1
挺好的 每次来北京都会住这里 连续好几年了吧 但是为啥就没有记录吗 从没给免费升级过房间更别说升级套房了，这点有待改善 其他都非常好	0
垃圾坏了也包里面还是买别的牌子吧	0
潘苹果真的很好吃，一打开箱子就闻到浓浓的香气	1
买的第二个套装了，效果很不错！！价钱也便宜！	1
很不错，有弹性。尺寸可能是面料有弹性的原因吧，稍微感觉有一点点偏大，不过一点不影响。	1
质量非常之差，不停重启	0
酒店环境一般，卫生间洗手台的出水口都是坏的，出不去水，服务态度差，有的选的情况下我不会选择	0
隔了一段时间，过来住，还是那样差，空气不好一直咳嗽，卫生很不好，味道很大，广交会临近没有得选择，只能选	0
外观，配置，价格，三个组合起来看是绝对超值的东东 我4699入手，抢到了	1
小巧,轻便,性价比突出 送的礼品比较实用,(当然是指除了瑞星以外的产品!)	1
真不行，第一次网购水果，还是去水果摊买吧	0
太厚，分辨率太差。看什么都花，像打了马赛克。	0
质量差，穿了几天裤子就脱线缝，浪费我100多元钱差评	0
京东买过很多次产品，这次超级不满意，差评	0
竟然取消了洗衣服务, 非常不方便, 还打算车展期间住一段长时间, 现在必须重新考虑	0
洗完头发干枯，，，，，，，	0
没之前再上面买的潘婷好用，不说顺滑，用了护发素也是不够柔顺	0
交通方便,环境优美,很幽静,空气也很清新补充点评 2008年5月4日 ： 价格合算	1
这家酒店太让我失望了,房间小的简直不能再小了而且服务态度一般除了天台泳池还可以以外,还不如住海景酒店离天后车站又近价钱又便宜,下次去香港我肯定不住这家	0
什么都好，就是买的时候说是1199元限时降价998元，我就马上下单啦！可时间过后还是998元，我都怀疑这是个套路	1
说是修身裤，结果发来的是直筒裤，还是别人二手的！和我以前买的直筒裤对比一下，比我直筒裤还大！！！	1
服务很差！！！服务员的态度很不好！环境也一般	0
什么呀，没窗户，房间小，格局很差。非常偏僻，特别难找，没车的就出不去。感觉非常压抑，400元的房费住这破地方，真实脑子进水了。永远不会再来！	0
与店家描述的商品不符合，黑色变成灰色	0
配置均衡，3dmarker06 测试2405分。电池3小时左右。散热差了点。系统用深度9.0不稳定，会蓝屏。后来改用龙帝国gost 7.50326一切正常。	1
非常好啊，也挺便宜的，还会再来买啊。非常好啊，赞	1
我才买的，送包应该也有我的吧，质量还是不错对的起联想这个牌子啊	1
巨大的屏幕看起来很舒服，3g内存有点遗憾，不过也够用了	1
东西还可以，就是买了后就999也价保不了。	1
东西不错 性价比也挺高的 不错不错	1
差评是给送的乐视次元卡，见图，四月份买的，你京东送的卡激活截止日期是2017年3月31日。呵呵	0
没有水分，不新鲜，有坏的，和描述差很多	0
华为作为国产品牌，质量真的很好，是我工作的特别好的帮手。	1
两条裤子，相同尺码，一条大一条小，真是不靠谱，以后再也不买了	0
右边裤腿比左右窄，无语了	0
皮上很脏，并且没有苹果的香味。有坏的	0
想买很久了，终于在京东赠送很多东西的情况下，下了订单。京东总部自提点的前台MM都很灵的：） X200的外形比较经典，很喜欢非镜面外壳，CPU性能很不错	1
比超市便宜多了，虽然小一些，但口味不错，酸甜可口，脆，是我喜欢的味道。也适合于打汁。	1
质量不好，用了半年不到屏幕烧了，而且容易破，我的朋友也和我一样屏幕破了，而且修修贵的要命，一共要1000多。	0
好吃是没得说的，又脆又甜，就是小了点，价格偏高	1
送蒙牛...健康才是最好的礼物。	1
很早就不喝蒙牛了	0
质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，京东快递态度很好，运送速度很快，很满意的一次购物	1
苹果真心不错，不比进口的差！新鲜，脆甜！就是个不大！	1
买回来就是开的，都流出来了，这京东自营也真差	0
好好好，白色的穿着很舒服，很好看。	1
交通、饮食太不方便，除非航空公司安排，一般出行别轻易尝试	0
买给父母用的，这个价位的平板功能已然很强大，父母很喜欢	1
如果你是用携程订的，他们会告诉你不要给携程讲住过酒店。这个酒店就是便宜，便宜无好货也是有道理的。下次不会去住了	0
快递速度慢 产品和我第一次拍的完全不是一样的 要买的请慎重考虑	0
颜色很正，质量很好，面料很舒服，夏天也不会觉得很热，洗了也不掉色。	1
线头一大堆，不值这个价，跟路边摊压箱货没啥区别	0
我的书为什么还没收到啊。不是没发吧。12号就显示发货了啊！？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？	0
买给妹妹的，结果买完她告诉我她也买了。送给其他朋友也不错啦	1
三瓶大的，五瓶小的一共85，还送了一瓶大的，特别实惠，快递也很快，一直用的这个牌子昨天到货，今天用了，和超市买的一样?	1
还是不错的.	1
清扬推荐同事们买的，一直用着都挺不错	1
来电时接不到电话，也挂不掉，十次能有一次接到，咨询客服到现在也没有人理。	0
样式沉稳，适合男人用，送货较快。加了2G 三星金条，系统很快。	1
特别是关于她和总监同志的感情线一直脱不了琼瑶的小影子, 太一厢情愿自我感觉甚好了	0
1.房间霉味很重,住了很多次了,每次一进去就不行了;得赶紧开空调和窗户2.早餐实在太差;每次去了只能吃煎蛋和西饭	1
很不满意，货不好，之后发照片了，说24小时处理也没给我处理 什么意思啊！	0
非常不错值得佣有，哈曼卡顿音质非常好，看电影电视清晰度高，可看2k电影。	1
小了，货不对版，说2加的185都能穿，但175的人都不能穿	0
挺好，京东就是快！！！！！！快递小哥棒棒的	1
xp很难装，就装这个就用了我一天时间。按键没有thingpad的好。	0
非常棒的裤子，有小小的弹力，穿着合身，标准尺码，放心购买，高173重130买33正好。	1
昨天买，第二天就降价，货还没收到就差好几块钱，退货重新下单，哎，之前买的东西也这样，刚买完价格就变	0
实时网速竟然看不到，还有一堆功能没有，另有一堆垃圾系统软件删除不了，而却整天在用我流量，一个月一G流量不够用，	0
我用这款手机了，功能，画面都挺好的。	1
第一次在京东上买水果，比较失望！苹果小也就算了，还难吃，皮太厚，有点涩！秒杀19.9买的，没想到这么差。感觉京东还是日用品靠谱点。水果不敢恭维。	0
潜台词，别给脸不要脸分享网易新闻:蒙牛总裁:生产日期篡改属个例	0
下单几天时间才到的，包装的非常非常好，纸盒泡沫纸包，苹果没有碰坏的痕迹，但是都不怎么红。吃起来没有很甜，偏酸	1
我爱牛奶~每天喝起来~不过蒙牛到底安全吗？~~~	1
漏了，不知道是什么原因，是被用过了？还是快递暴力分拣？还是什么原因，太影响购物体验	0
一般，还没给赠品	0
这苹果我也是醉了，而且是很差的这种，京东也有这种店。真坑。	0
还不错，就是大门有点小。	1
用了一好长时间来的 感觉还可以 虽然没有某果屏幕好 但是基本上还是不错的 挺喜欢的 大小合适拿着也不重 偶尔带着出门也方便 买的4g的偶尔手机流量不够用它共享一下	1
好看帅极了，下次下次还回来买。没拍照片，小会拍照片	1
嘎嘎脆！咬一口果汁满口！爽！个头大小合适，一次吃一个正好！京东自营配送！嗷嗷快！价格也便宜，水果还不用自己搬上楼了！一起买的猕猴桃也很棒！满意！	1
假货！用了头发干枯！头痒！	0
裤子真心不错，和图片一个样，穿上效果更好，喜欢的就赶紧买吧，不要错失良机哦?	1
烫手电池超级不耐用充电超级慢，第一次来京东，也是最后一次	0
非常不错的宝贝孩子们很喜欢谢谢商家赠送的宝贝	1
能不住就别住了 餐厅上菜慢不说还贵 服务态度可想而知 住的挺心塞的…	0
不好用，太干了！！！！发梢干，头皮油！！！！！	0
便宜，配置不差，外型高档，完全可以满足日常使用 (送货确实挺快)	1
用起来挺流畅的。对得起这个价格。	1
最失败的一次网购 早早下单五天才到！！！！！！	0
买回来才用两次，头皮屑不是一点的多，哇塞刚洗的头感觉很脏，真的坑呢，不敢用了，没买的还是别买了，在京东买了很多东西第一次这么坑的，真心的垃圾	0
拿着苹果感觉苹果有点想带他看了一下12个还蛮多的，包装也很严实	1
期待蒙牛代言 每个观众一箱化工产品	1
条件一般，但是位置不错而且价钱便宜，有班车往返机场。	0
图片和实物有差距 穿着感觉不是很好	0
