text	label
还行吧行吧行吧行吧。下面的五星是给快递大哥的	0
东西收到了，试穿了一下，虽然拍大了一个码，但穿起来也不是很大，摸了一下质量还不错	1
不喜欢 不甜 比外面的要贵 非常不满意	0
物流依然满分，但这东西好像是别人用过的，电源线都是敞口放的，而且屏幕上有痕迹，擦了好半天才清理干净。	0
花花公子品牌，就是不一样。穿着得体舒适，希望京东和花花公子多做一些这样的好产品。	1
在当当上买了这么多次，这本书拿到手以后却质量很差,像是盗版书,很不满意	0
做工精细 界面干净雅致 性能不亚于一些大品牌  包装周到 打开第一眼就非常喜欢 用了两天 丝毫没有陌生感	1
平板买回来用到第三天就出现花屏现象，往后再用每天都会有有花屏现象？	0
送货很快，活动力度很好，都是买200-100的，京东的活动非常满意，快递小哥态度也很好，每次都直接送货上门，节省很多时间，比超市里面便宜了太多，嗯，每次都喜欢在京东上购买东西，好	1
这是外面坏的，里面碰坏的拍了看不出来，发货的时候能走点心波？	0
差评 ！！ 刷单 刷单刷单 ！呵呵	0
当时由于原先预定的标准间没有房间，酒店人员免费将2个房间全部升级到行政间，前台服务人员态度非常好，对了我强烈推荐大家去顶楼的旋转自助餐厅，那里的环境很灵的。	1
一次不愉快的网购，	0
非常差的古老的所谓星级酒店，物非所值－－洗手间还是古老的不大清洁的浴缸，又没有手提花砂，洗澡时总是水浸脚的－－浴缸不溜水的。	0
目前挺好的，不知道用用如何，用了几天在评论。	1
如果要从京东买鲜果，请慎重考虑，就跟赌博一样，50%的几率让你很失望、很失望、很失望，重要的事情说3遍！	0
好评	1
宝贝真的很好，京东商城保真还快，包装完好，很满意	1
不甜不甜不甜，不满意不满意，太差了	0
今天把手机套摘下来突然发现左下角都没有接紧用手按有明显的松动，无语了已经，第一个小米nite顶配版退货，这个拿到用起来不错就没仔细看，没想到也是有问题的，京东你叫我说你什么好	0
苹果是好看，但是一点都不甜，而且里面是空的那种，不是水果，让我很失望?	0
裤子很舒服，很修身，但是开线很严重，明天就出长差也没有时间换了	0
物流很快，裤子 颜色很正，穿着也很舒服，朋友都说太值了，好的没得说。	1
收到裤子了。。。顺丰的速递的速度还是可以的。。。不满意的是的裤子脱色	0
不想说太多，唉	0
简直差评，拍的时候有货，结果拍了之后隔了好几天才发货	0
电池在使用初期待机时间还不错，但在使用两三个月之后待机时间就大大缩短，手机自身的反映速度也减慢！	0
酒店还算干净，送早餐，就是酒店名字容易让人误解，周围没有湖，感觉还可以。	1
不太好，感觉不值，个头小，口感一般，比不上在菜市场买的5.5元的。我不会再买了。	0
非常漂亮，超值之选，intel的固态硬盘果然不是盖的，实测非常满意！	1
不好吃，不新鲜，不脆，跟狗一样	0
翻盖折叠不灵活不能插耳塞	0
不好玩感觉买它是种浪费如果没有认真看它,把它当小说一样看的热情还是不要买了不值得	0
整体感觉还不错，客服态度很好，这款很满意，价格也实在，满分	1
买了三个华为手机，这次最差，以前的电池能用两三天，这次的居然一天都用不到，怀疑是别人退货的。差评	0
给个五星吧，很多游戏手机都带不起比如说球球大作战卡的要死，其他方面都还好，用电也很慢，可以的。	1
很差，非常差，果子非常小，很生，总重也没4斤，味道酸	0
这是买的第二本，都是送给好朋友的~~~~	1
我拍的是宝蓝色的薄款。而你发的是黑色厚款。这叫我大热天的且不要热死的节奏。而且办事效率太低下的很。我本想退货的，想一想还是算了。给你个差评，你们不会怪我吧。	0
规格达不到直经只有6.5公分，一半达不到。	0
个头均匀，包装很结实，比外面小点买的档次高	1
下午四点多下的单，隔壁省第二天中午就收件了！还不到24小时。赞一个！	1
总体来说还是不错的，就是酒店大堂设在商场里面给人感觉并不是很好，其他条件都尚可	1
垃圾垃圾，小的可怕，和小女人拳头大小，别上当了	0
没有中文字幕，而且也没有中英双语。更气愤的是，有3张是米老鼠！！	0
这次去泉州有三个国外客人一起同行,还是入住了泉酒. 大堂有水仙花装饰,有一股清香.环境很好.以390元的价格入住,超值. 客人称赞酒店很不错,我想这是每个入住客人的同感.	1
能打电话 能盖半个脸 音质超乎想象	1
酒店外部环境很不错，感觉很静谧，房间内部装修尚可，但房间隔音不好，屋内面积有些拥挤。	1
这个机器拖影比较严重 不值得够买 还是帮朋友买的 他不怎么介意 就不退了。	0
电池后该处有一处卡扣没有卡进去，被我使劲按进去了。 本本扣盖后，扣得不是非常齐，从侧面看右边悬空，不知是上板不平，还是下板。	0
第一次在网上买水果，感觉好！送货快！包装好！品质不错！	1
包装不好，和买的沐浴露一起外漏了，不知道是不是使用过的发给我来	0
已经习惯在京东买买买了，东西有保证，快递放心！	1
回国不喝奶 我就不明白为啥还有人买蒙牛=_= 还在卖蒙牛的人 只能说是自己找死了	0
我其实挺佩服蒙牛的，至少他们说了实话，就是那句“供给香港的商品是没有问题的”	1
比较差的购物体验。上一次买的6X用的很流畅。这一次买的畅享6界面略模糊，上下滑动会重影。看一会眼睛很不舒服。也不知是运气比较差还是这一款都这样？后台有没有的给解释一下	0
快递刚过来试了下 合身，今天洗了下，M码变L码了，什么质量？黑心棉吗这是	0
快递刚刚送到家，商品就降价了，我是被骗了吗？	0
有的房间在地下是，酒店位置不好找。在小弄唐里。	0
布料舒适，收到货之后就迫不及待打开看看，裤子不会有刺刺的感觉，很顺滑，哈哈，喜欢这种布料～斜纹的，也挺潮的～大方得体，适合工作时穿～不错不错???	1
不想说什么了，想买的自己看图片吧！一颗星我都闲给多了，没一个好看的，比超市特价苹果还丑！还是烂的多！还红富士！估计是没人要的次品，	0
1.指纹收集器。2.触摸板反应速度略低于单点触摸的机型。3.键盘手感需要时间适应。	0
好用 ，自己准备角阀和淋浴龙头，师傅来安装就收了40元，两根波纹管	0
没有MP3播放器，也没有来电防火墙，连普通的功能也不具备，特别是待机时间短，短的令人害怕！	0
.穿上很舒服..样式好看..颜色不错做工精致	1
不太如意！差别太大了！	0
6.18活动购买，活动大大的！现在家居用品基本京东啦	1
很不给力....真的。。。	0
每个都有局部烂掉的，,真的是每个烂一片。	0
特别好，质量不错，画质清晰，高大上。	1
买来后2个月就坏了拿去修，修好后待机时间超短，现在又添了毛病，自动关机，质量太差了，给中国手机丢人	0
买了无数次京东自营，回回次日到，这次三天后到货烂了七个！	0
驱动程序不完备，尤其是硬盘的AHCI无法打开，后来用IBM的驱动解决的问题。 声卡需要装两次驱动在能完成安装，第二次需要对应显卡（HDMI）再装一次驱动程序。	0
很差 尤其服务	0
前面买，后面跌价，不快活，想骂人……贴膜都不送个！	0
不好，苹果太小了，快递速度慢四天才到货	0
除了那宽得不要不要的黑边，基本挺完美，618花988买的，性价比比现在的M3高，还有就是华为的原装保护套只有半边！	1
苹果中等大小可以选择的。我买的是中等大小的‘吃过那么顿苹果，就数这个最好吃了	1
又甜又脆！80多岁老太太最爱吃的苹果，买过多少箱都记不清了。每天一苹果医生远离我！老太太每天都吃确实身体不错，天天外出散步精神状态很棒！80多岁都懂得买生鲜上京东买的好吃?！	1
房间破旧，电视无法正常观看，卫生间连厕纸都不给准备，还要自备。空调没有遥控器，就是个摆设，晚上要穿衣服睡觉。服务质量很差！	0
房间总体环境不错，而且还有提供免费上网，现在入住价格还可以，不过现在可是大连的旅游淡季了．但是有一点：就是早餐不但没含房费里，而且３２元的价格也不低，但是内容实在是很简单．	1
宝贝收到了，尺码很正啊，我很喜欢，穿上很舒服，也很漂亮，性价比也很高，整体的感觉不错，很喜欢，赞一个	1
刚收到快递的那天晚上就用它洗了头，感觉不错	1
真好吃，个儿也大，很划算，送货速度快，第二次买了。	1
裤子穿的挺合身 穿出去很有档次 下次再来买	1
价格大众化，YY质量很好呀，款式、面料我都挺满意的．如果有需要我还会继续光顾你的店铺！	1
就是update补丁后不能设置密码，害我差点重做系统 声音有点差 有点贵 有点沉	0
平板收到，但只是正常包装，一点没加保护包装，心真够大的，这小东西这大冷天就这么运？！发票也没放里！！！	0
这个平板真不值，有失华为水准。	0
很一般很一般很一般	0
一般般，隔音效果不好	0
很不错，赠品多，划算，还没用，用了再追评，还是很满意。	1
酒店服务态度还不错，就是感觉地点比较偏，周围没有什么吃饭的地方。早餐感觉也没有以前好了。	0
实物有点夸大，不如以前买的750亳升的大，明显缩小了，不过赠送个小的，感觉不如上次买的好，有种上当的感觉，哎还是相信京东吧。	1
酒店太旧,不象4星,房间隔音太差,隔壁打了一晚麻将,太吵了	0
酒店的怪味根本无法忍受，设施也不方便，全然不是如家的风格，住了一晚就迫不及待地逃跑了，若不是酒店不肯退当天的钱，我连这一晚也决不会呆。	0
一直没时间评，不错，运行快，分辨率高，电池耐用，挺满意，好评。	1
速度快 还不错 包装也还可以 就是不知道 里面为什么漏了 不过售后还不错	1
送货方有一点 小问题，送货前只给我打过一次电话我没接到！竟然当天就不给我送货了~！！要不就能前5个做评价了。后来也不着急评价了	0
水份多，味道甜，没有坏果，物流速度快；活动太给力了。	1
就是本本上许多预留的接口让人看了太心酸了。 低配的本本，也不至于留下那么多伤口吧。	0
差评！说16个G!结果才8个G!我去问客服讲是正常的!请给我一个合理的解释	0
不错，昨天拍的，今天到了，价格实惠，孩子们又喜欢，不用常常跑超市了，点赞有京豆，必须的。	1
房价不稳定，订价不合理。	0
配套的驱动光盘，质量太差，我的移动光驱认不出，到台机的光驱上读的也很吃力。盘片的质量不让人满意，还好，有网络可以去下载。不过华硕的支持网站，老是显示错误，真晕。	0
好甜好碎呢，这是一次愉快的购物	1
大床房的面积实在太小了！除了床和写字台就没有空间了，没有衣柜，床头柜也只有一个！和如家一样，但价格要贵100元，实在不值得！以后不会再住了！	0
声音太小了，老是听不见啊。还有就是待机时间相当的短，大呼上当	0
很偏远，外面修路，很脏乱，房间还行，服务一般	0
房间很大，早餐齐全，但房间卫生欠佳	0
都不错，就是不错，有十个字了吧！！看图	1
看电影真的很不清晰，无语。一颗星给快递哥。	0
大黄屏客服还说啥最合理屏幕显示 第一次买华为 真是够了	0
１．待机时间没的调２．拍照还可以３．外行设计非常酷	1
包装很结实！苹果很新鲜！味道也不错！好吃	1
入住酒店办理手续时让我们等了很久,因为没有房卡;而且我们的预定信息在酒店前台的电脑中查不到.客房内应有水果,酒店服务员半夜11点才送到,而且不敲门就进入客房,感觉不太好.	1
买了之后我就后悔了！垃圾	0
三个九买的，性价比超高！	1
不像其他商店的裤子那样质量差，这条裤子质量很好。着起来显得瘦点。十分舒服，我女朋友十分喜欢。下次再来这家店买。物流也十分快	1
霸王的京东！！！无耻的京东！！！	0
七七八八送了不少小品装，价格实惠，用了头发的确顺了许多，比海飞丝好	1
什么玩意。刚用一天，就充不上电，开不开机，返厂老麻烦，	0
裤子收到了。穿起来很舒适。物流也很给力、期待下次购物。	1
给大叔买的，不是我用，不过觉得他挺开心的	1
指纹解锁很灵敏，不玩游戏，办公用，非常流畅。	1
纸质差，总体只比盗版书好一点儿。	0
第二次买了，苹果很好吃，脆甜，个头正好适合一人吃	1
刚买的99 还不到2天就降价到88了，什么玩意，还是特价秒杀的，真够坑的，以后再也不在京东上买了，真尼 玛的坑。	0
牛仔裤颜色挺好看的 喜欢 版型也不错啦 码正好 这次购物很满意 以后有需要再来你家	1
宝贝己经收到，质量杠杠的，去年己经买过，这次复购2条，是绝对正品，下次购买还会选择这家！	1
有味道质量不怎么样吧	0
衣服收到了，质量不错，穿起来非常合适	1
小巧，轻便。。。感谢京东这2次发货时间很快，当天就发了。。难得啊，以前都要弄个好长时间~	1
面料不错，大小合适，颜色不错，质量不错，穿的暖和	1
ＬＥＤ屏还真是不错，还没去自提就降了１００真是不错又省了一点呵呵，提货回家一看又降了３３有点郁闷，太不保值了．可能是为了打压对手呵呵无货了嘛！	1
第二天就送货到家了，一共有9个苹果，口感很好，下次还会购买。	1
她是不可多得的成功的传媒人士为什么一定要写15字？对这本书来讲，没什么可写的哇？？	0
到货体验洗头了，洗后头发柔顺，味道不错淡淡的很好闻，洗发水还是老牌子好，质量很好有保证，京东商城正品保证，价格合适，物流超快!购物我只认京东	1
好像尺码有点问题，而且基本确定是假货	0
说是70-75，全是70左右，有的可能不到70，个头儿都不大，一共12个，感觉真的不怎么好看，不过很脆，有两个有挤压的痕迹，估计路上撞到了，总体还行，可以吃	1
送的速度实在有点慢，而且来拆开裤子的扣子就掉了，失望懒得换就这样吧	0
马马乎乎!能住.标准不要太高.在小街上,出门没法打车.还行! 住吧!	1
在故事中穿插着知识，而且很有趣味性，让孩子在听故事的同时，能学到不少知识，很好的一套书。	0
硬跟我说两个裤脚是一样的	0
我去年也住过北京昆仑大饭店，对比去年前台服务不好了。虽然我们一共有六个人，但是入住手续需要半个小时的话还算很慢，简直不像话的。目前上述服务来看，我认为不值得住。	0
触摸键太敏感.不好用.	0
买了两天，出现卡顿现象	0
刚刚收到，很开心，价格便宜，没用过，等用完再来评价	1
因为是用完才回来评价的，结果就用了一回，从来没有头皮屑用了后就满头发的头皮屑，立刻停止！太差劲了！	0
价格便宜，套装更划算，直接送货上门，方便快捷。	1
这次买的瓶子都脏兮兮的，不如可悠然好用	0
比在实体超市里买的差太多，香味很淡，这个不重要，重要的是用了以后根本就和没用过一样。京东最失败的一次购物，果然是一分钱 一分货	0
很明显没有在线下买的的质量好，洗过一次后就像穿过很久的衣服，这次的购物对质量很不满意。衣服的尺码还偏大比我买的XL还要大，L码最少是180的尺码。	0
房间干净整齐,服务员态度很好,不过餐厅一般.给我的早餐券上的套餐与餐厅的套餐不符	1
收到货有一瓶漏了，应该是封口的时候没封号，还不错，	1
垃圾 音质不好 分辨率低低低............	0
产品和描述的严重不符，明明很厚要说夏季薄款	0
裤子很好，面料很不错，尺码标准刚合身，物流很快	1
火车晚点,临时改主意去住店,也没有刻意去选择.不过衢州饭店还不错,就是凌晨checkin,前台也要算前一天,收全天房费,说携程预订就是这样,睡了几个小时赶火车,还花了一天的钱.	1
礼盒装哟。高大上哟。一直信赖的京东。。。。。一直信赖的京东自营。。。。。京东的快递小哥辛苦了。。。。。	1
不好吃 苹果小 感觉没长大 苹果芯硬 差	0
裤子很暖和，质量不错，物流很快	1
和网上的不一样，面料不好	0
刚打开，吓了一跳，比鸡蛋大一点，穿着两件外套平铺一层居然还能放进四个苹果的空间，这样的苹果和商家太坑人了……	0
质量一般，但是穿着舒服、透气。关键是客服一副爱理不理的样子，	1
一直用的这个牌子的洗发水，特地等到搞活动买的，很划算	1
从小到大都穿班尼路，面质舒服，大小刚好，再买2件	1
太可怕了蒙牛真他妈垃圾，怎末还不去死	0
非常不好,房间的装修太旧,就像90年代的感觉.入住的168的所谓豪华标准间,只能说普通标准间罢了,老公睡觉起来?	0
性能均衡，集显效果还不错，散热也还行。THINKPAD的小红帽，硬盘保护都可以?	1
分辨率太差 包装也不到位 配货速度倒是杠杠的	0
做工很好，货真价实，质量不错满意！	1
难得在京东上买一次生鲜，太失望了。火龙果一点不新鲜，一股霉味，以后再也不会买了	0
脆脆香甜的苹果，妈妈说很不错。	1
通话质量还可以。铃声一般，不是很大也不很小；外观还看得过去，价位也不高，新奇的功能一个没有，基本功能较齐全，能满足日常使用的需求。	1
<荐书>  推荐所有喜欢<红楼>的红迷们一定要收藏这本书,要知道当年我听说这本书的时候花很长时间去图书馆找和借都没能如愿,所以这次一看到当当有,马上买了,红迷们也要记得备货哦!	1
唯一的遗憾就是包裹被雨淋湿了，幸亏是洗发水，要是衣物那就不好讲了。算了，快递大哥送货赶上大雨也挺辛苦啦，就给你五星好评吧	1
就是大号手机，所有安卓软件都能装，反应挺快，不错，让孩子做作业足够，孩子喜欢	1
裤子质量很好哦 这个价位买得到简直赚了 给爸爸买的挺喜欢的说让我再买一条呢 很有型 快递也很快 以后会继续光顾你们家的 呼呼～	1
风靡了40年，至少也是1968年的图画书了吧，1968年的故事，似乎没有勾起我闺女的任何兴趣。对我也没有吸引力。希望孩子再一点会感兴趣。	0
不转不行啊 南航最可恶的就是机餐上供应的是蒙牛酸奶@_C93	0
去中关村总部提货没有，又去的亚运村，亚运村的服务人员态度不好！！！我是新手不会装系统！让帮忙装一下，说不管，郁闷了半天 ，最后让我同事帮我搞好的！！应该加强人员的培训！！！	0
速度快，效率高，服务态度也好，就是漏了，这次居然没有带买的减震的小袋子，好评吧，毕竟618还能第二天到还是不容易的。	1
漏液。包装不好。差评。	0
买了好多好多 购一家人使用很久啦	1
5USB接口，再加上esata接口，在接口方面已经非常齐全了，同时性能配置也不低	1
这款机子，太拉烂，后悔无话可说．	0
男士养生，罗湖区文锦中路京基东方华都一楼（螺岭公交站台旁），到前台就说跟$凌薇$预约。电话13265687172	1
垃圾，洗的头很痒，大家不要上当，	0
服务太差了,堂堂的五星酒店房间里竟连一双拖鞋也没有,连一般的小旅馆也不如,调来调去调了一个垃圾酒店,让人太失望了.	0
设计不合理，肩刚好合适，长度就太长了，能有xl的长度了。	1
店家发货很快，裤子样式看上去很不错，穿上感觉很修身，下次还会来这里买	1
非常好！活动时买的，物美价廉，非常实惠！品牌的东西，值得信赖！	1
又小又酸，不如之前的，打算砸招牌吗	0
物流太慢了，必须给差评	0
不喝蒙牛	0
前两次都是入住的精致套房，这次选的是丽家套房B，两种房间价格差不多但差距也太大了，以后要是再去南京一定要选丽家套房B，房间设施方面都比精致套房好几倍。	1
本本外壳的模具有些粗糙，usb口感觉粗糙，接口的金属都看到了。不爽。	0
1.运行速度挺快。2.手感十分舒适。3.待机时间比较理想。4.机身存储量容量大。	1
包装的很好，质量不错，大小正好，穿着很舒适，和介绍的一样	1
差评！买回来穿了第二次破了个口子、联系客服也不理，还问我怎么整破的，我拿剪子剪的？还在京东呢真是恶心到我了！追加我会附上照片！	0
我真是对客服无语了。裤子的尺码选小了是我的错，可是我用顺丰给你邮寄回去为什么一直不签收？留的电话也是个死机号，客服也一直没有人说话，给京东官方反映了也没有个说法。真是没话说了	0
跟你交易次次都这么成功和开心的..希望我们以后有更多的交易吧...哈哈	1
一次性买这么多，应该贵用很久，海飞丝用完了就用这个……烫发后的好选择……	1
相当好的酒店，很意外在山西能有这种水准的4星酒店，基本完美，没想出有什么不好的地方，住了2天，很满意！	1
单位搞活动时候买的，非常满意	1
裤子刚到手 质量很不错 面料舒适 尺码合身	1
什么垃圾手机，不到半年就听不到来电话音，修了三次还是一样，勉强用了刚一年，主板就坏得没有办法修了，这种手机也好意思拿来作广告。	0
地址位置可以，但是房间没有窗户，还是有点难受的；刚进去气味有点次不消，太闷了！ 介意的旅客就不必考虑了	0
容我坦白说，这本书真的令人失望。看不到一半就没再看了，书中的内容乏味。	0
内存小了，想退货不知道了可给退	0
都快坏了也拿出来卖，还不好吃，以后再也不在这上面买了	0
环境不错，对着马路的房间窗外风景好，其他方向的房间看出去是居民房。房间干净，设施也都完好。	1
酒店还可以，就是性价比不高，要是便宜点就好了。	1
宝贝收到了，感觉非常的好！	1
又酸又苦涩我也是服了，还烟台红富士，亏我还是会员 你们现在真行	0
苹果是味道不错，但是过于松软，还是脆口感的好吃。	1
屏幕很大，给老人用的，非常棒	1
苹果因为送货拖延，结果成了冻苹果了！给快递打电话送货态度也不好！	0
呀，感觉有点短。。穿起来还是蛮舒服的	1
对京东不满，产品降价了不能保价的，以后看好了再买，对我来说，慎重购买，别给自己找不痛快	0
发货快，包装好，果子香，非常满意，还会再买。	1
刚刚吃了一个，只能够用三个字形容：不好吃！而且水果的个头很小，失望至极，希望能够给其他的买家意见	0
第N次购买了，一如既往的好。这次比较新鲜，5天前才出的，棒！	1
性能很不错。显示跟运行速度给力。支持国产芯！！！就是背后的弧形有点失望	1
假货！京东无良商家！还自营店买的！假的也就算了！洗了头超痒还有头皮屑！我好好的发质就这样没了	0
耳机、USB在右手下方位置，影响操作鼠标；12寸宽屏字体相对小一些；没有光驱。	0
用了很舒服，之前一直用潘婷，	1
不好，建议慎用。用了一个月了，有头皮，掉发。现象	0
还可以的，活动价格比超市要便宜，不错吧…	1
太难用了。。。。。，，	0
可以。。。。。。。。。。。。。	1
外观看上去还不错，不过有人不太喜欢镜面的，我个人比较喜欢，总之还算满意。	1
喜欢睡前的蒙牛。	1
面料太差了，两个加还小。做工太差了。真的郁闷的一次购物。	0
看到说有四件赠品，收到的只是一部裸机，膜都没贴一张，跟客服联系推来推去，居然说赠品全部赠完了，打京东客服四次都没打通，对京东好失望。	0
上周五就把支票给京东了，现在是周四上午了，还没拿到东西。目前赠送又增加了鼠标和杀毒软件，估计时没我的了。	1
快递真不行，服务态度又不好，非常恶劣！	0
感觉不是正品，用了头发越来越毛躁了	0
好吃，汁多、脆、香甜，值得推荐	1
一直买这个，自己买了十件了，很脆很甜	1
一直用沙宣的洗发水，京东产品值得信赖，正品保证。	1
环境一般，设施较旧，豪华标准间看不出哪豪华来，浴室特滑，差点扭伤脚，以后不再住这了	0
1.外形轻薄精致。2.屏幕显示优秀。3.外接功能丰富。	1
这是在京东买的第二台宏基的电脑，相比第一台4930的在功能上有差别，送给朋友的，整体还可以，14.0的屏比自己的稍小，女孩用很好看的	1
快递很不给力，超级不给力，京东怎么用这种人啊，态度一点都不好	0
这次买的单牛仔裤和冬季加厚的。一直觉得花花公子不错，穿的腰档舒服。我比较胖，穿38的，但花花单裤只需36就好！！	1
东西好不好还不知道，一号买的，二号就降价*看来以后还是少参与这种活动的好。不知道过几天会不会再降价。物流还是很给力的。	0
效果很不好！洗了当时挺顺的，第二天头好痒，还好多头屑，以前一直用的这款，从来没这问题，好几个室友洗了都有这问题，所以我怀疑这是不是正品呀！！！！！	0
很好用，比较香。包装的很好。很结实。物流很快啊。开心	1
对于商品，我真的感觉超赞的啊，质量好也有型，穿上整个人的身材都好了。店家服务态度也不错就算了，而且，快递也好快的哦。。。	1
还不错，比较实惠。赠品也是棒棒哒！点个赞！	1
给老爸买的，他用来看视频非常不错，字大清晰，视频感觉不错，值得拥有	1
很好的平板，非常好用，满意，使用顺畅。没有耳机。	1
一直买，希望一如既往，送货快，服务到位	1
商品没有收到，怎么让别人而且不知道是谁拿走了，我没有听到过电话，别人拿东西走，你们干嘛不查一下手机号了，签名一看又不是我，我不是很冤枉啊，到底谁承担责任了？	0
快递太慢了，衣服也不怎么地	0
一直有用的牌子，不错，京东购物，送货快！！！	1
性价比特高,值得推荐.有机会到深圳我还会订该酒店	1
还不错, 房间很大,装修家居都很好,唯一不足没订到海景房间,好像很抢手的说	1
不怎么样，不是很好	0
第一次住的酒店房间在一楼 隔离比较差 蚊子也很多	0
对于潘石屹，我只想说，你还是好好炒房吗，种好苹果你是骗人的，别人我说一分价钱一分货，我看中你的招牌，你是自砸招牌，傻缺	0
第一次尝试京东自营！神速！了解一下就知道京东的发展速度！	1
不错(*?╰╯`?)?这个价位啥都别说了→_→给力	1
送礼自用都不错。送礼自用都不错。送礼自用都不错。重要的说三遍。	1
屏幕分辨率底，貌似不是LED屏而是LCD的，摄像头好像也没有130W有点像国产机30W的	0
